,Unnamed: 0,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,year,year_month,year_month_day,year_month_day_hour,year_month_day_hour_min,time,week_day,am_or_pm,dawn,sunrise,noon,sunset,dusk,capital
100,100,489442,22271,FELTCRAFT DOLL ROSIE,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
101,101,489442,22272,FELTCRAFT DOLL MARIA,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
102,102,489442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2009-12-01 09:46:00,2.95,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
103,103,489442,21582,KINGS CHOICE SMALL TUBE MATCHES,20,2009-12-01 09:46:00,1.65,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
104,104,489442,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2009-12-01 09:46:00,2.55,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
105,105,489442,21590,KINGS CHOICE CIGAR BOX MATCHES ,48,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
106,106,489442,22091,EMPIRE TISSUE BOX,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
107,107,489442,84251J,"GREETING CARD, THE BLACK CAT",12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
108,108,489442,22024,RAINY LADIES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
109,109,489442,22026,BANQUET BIRTHDAY  CARD  ,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
110,110,489442,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
111,111,489442,22025,RING OF ROSES BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
112,112,489442,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
113,113,489442,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2009-12-01 09:46:00,4.25,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
114,114,489442,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
115,115,489442,21916,SET 12 RETRO WHITE CHALK STICKS,24,2009-12-01 09:46:00,0.42,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
116,116,489442,21790,VINTAGE SNAP CARDS,12,2009-12-01 09:46:00,0.85,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
117,117,489442,21888,BINGO SET,8,2009-12-01 09:46:00,3.75,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
118,118,489442,85178,VICTORIAN SEWING KIT,12,2009-12-01 09:46:00,1.25,13635.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:46,09:46,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
119,119,489443,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
120,120,489443,21035,SET/2 RED SPOTTY TEA TOWELS ,12,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
121,121,489443,22041,"RECORD FRAME 7"" SINGLE SIZE ",48,2009-12-01 09:50:00,2.1,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
122,122,489443,82001S,VINYL RECORD FRAME SILVER,24,2009-12-01 09:50:00,3.39,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
123,123,489443,82580,BATHROOM METAL SIGN,12,2009-12-01 09:50:00,0.55,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
124,124,489443,85150,LADIES & GENTLEMEN METAL SIGN,12,2009-12-01 09:50:00,2.55,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
125,125,489443,21041,RED SPOTTY OVEN GLOVE DOUBLE,6,2009-12-01 09:50:00,2.95,14110.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:50,09:50,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
126,126,489444,POST,POSTAGE,1,2009-12-01 09:55:00,141.0,12636.0,USA,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:55,09:55,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Washington D.C.
127,127,489445,35916C,PINK FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
128,128,489445,35916B,BLUE FELT HANGING HEART W FLOWER,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
129,129,489445,22321,BIRD DECORATION RED SPOT,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
130,130,489445,22130,PARTY CONE CHRISTMAS DECORATION ,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
131,131,489445,22180,RETRO SPOT LAMP,2,2009-12-01 09:57:00,9.95,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
132,132,489445,22128,PARTY CONES CANDY ASSORTED,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
133,133,489445,22163,HEART STRING MEMO HOLDER HANGING,6,2009-12-01 09:57:00,2.95,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
134,134,489445,35951,FOLKART BAUBLE CHRISTMAS DECORATION,48,2009-12-01 09:57:00,0.38,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
135,135,489445,22253,6 CROCHET STRAWBERRIES,12,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
136,136,489445,84988,SET OF 72 PINK HEART PAPER DOILIES,12,2009-12-01 09:57:00,1.45,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
137,137,489445,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
138,138,489445,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,6,2009-12-01 09:57:00,2.55,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
139,139,489445,22138,BAKING SET 9 PIECE RETROSPOT ,3,2009-12-01 09:57:00,4.95,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
140,140,489445,21299,EDWARDIAN TOILET ROLL UNIT ,1,2009-12-01 09:57:00,12.75,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
141,141,489445,21099,SET/6 STRAWBERRY PAPER CUPS,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
142,142,489445,21085,SET/6 WOODLAND PAPER CUPS,24,2009-12-01 09:57:00,0.65,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
143,143,489445,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01 09:57:00,1.95,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
144,144,489445,22241,"GARLAND , WOODEN  "" HAPPY EASTER""",24,2009-12-01 09:57:00,1.25,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
145,145,489445,21091,SET/6 WOODLAND PAPER PLATES,12,2009-12-01 09:57:00,0.85,17519.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 09,2009/12/01 09:57,09:57,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
146,146,489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
147,147,489446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
148,148,489446,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
149,149,489446,22125,UNION JACK HOT WATER BOTTLE ,12,2009-12-01 10:06:00,5.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
150,150,489446,21671,RED SPOT CERAMIC DRAWER KNOB,12,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
151,151,489446,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
152,152,489446,22111,SCOTTIE DOG HOT WATER BOTTLE,6,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
153,153,489446,22112,CHOCOLATE HOT WATER BOTTLE,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
154,154,489446,22294,HEART FILIGREE DOVE  SMALL,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
155,155,489446,22199,FRYING PAN RED POLKADOT ,4,2009-12-01 10:06:00,4.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
156,156,489446,22083,PAPER CHAIN KIT RETRO SPOT,24,2009-12-01 10:06:00,2.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
157,157,489446,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2009-12-01 10:06:00,3.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
158,158,489446,21485,RED SPOT HEART HOT WATER BOTTLE,12,2009-12-01 10:06:00,4.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
159,159,489446,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
160,160,489446,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
161,161,489446,85099B,JUMBO BAG RED WHITE SPOTTY ,20,2009-12-01 10:06:00,1.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
162,162,489446,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
163,163,489446,20724,RED SPOTTY CHARLOTTE BAG,10,2009-12-01 10:06:00,0.85,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
164,164,489446,21590,KINGS CHOICE CIGAR BOX MATCHES ,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
165,165,489446,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,2009-12-01 10:06:00,1.25,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
166,166,489446,20725,LUNCH BAG RED SPOTTY,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
167,167,489446,20728,LUNCH BAG CARS BLUE,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
168,168,489446,20726,LUNCH BAG WOODLAND,10,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
169,169,489446,20754,RETRO RED SPOTTY WASHING UP GLOVES,12,2009-12-01 10:06:00,2.1,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
170,170,489446,21217,RED SPOTTY ROUND CAKE TINS,12,2009-12-01 10:06:00,8.95,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
171,171,489446,22195,LARGE HEART MEASURING SPOONS,12,2009-12-01 10:06:00,1.65,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
172,172,489446,85066,CREAM SWEETHEART MINI CHEST,2,2009-12-01 10:06:00,12.75,13758.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:06,10:06,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
173,173,489447,POST,POSTAGE,1,2009-12-01 10:10:00,130.0,12362.0,Belgium,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:10,10:10,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Brussels
174,174,489448,20827,GOLD APERITIF GLASS,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:18,10:18,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
175,175,489448,20825,GOLD WINE GLASS,48,2009-12-01 10:18:00,3.39,15413.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:18,10:18,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
176,176,489448,20823,GOLD WINE GOBLET,48,2009-12-01 10:18:00,4.25,15413.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:18,10:18,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
177,177,489448,20826,SILVER APERITIF GLASS,48,2009-12-01 10:18:00,2.12,15413.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:18,10:18,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
178,178,C489449,22087,PAPER BUNTING WHITE LACE,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
179,179,C489449,85206A,CREAM FELT EASTER EGG BASKET,-6,2009-12-01 10:33:00,1.65,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
180,180,C489449,21895,POTTING SHED SOW 'N' GROW SET,-4,2009-12-01 10:33:00,4.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
181,181,C489449,21896,POTTING SHED TWINE,-6,2009-12-01 10:33:00,2.1,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
182,182,C489449,22083,PAPER CHAIN KIT RETRO SPOT,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
183,183,C489449,21871,SAVE THE PLANET MUG,-12,2009-12-01 10:33:00,1.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
184,184,C489449,84946,ANTIQUE SILVER TEA GLASS ETCHED,-12,2009-12-01 10:33:00,1.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
185,185,C489449,84970S,HANGING HEART ZINC T-LIGHT HOLDER,-24,2009-12-01 10:33:00,0.85,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
186,186,C489449,22090,PAPER BUNTING RETRO SPOTS,-12,2009-12-01 10:33:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:33,10:33,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
187,187,489450,22087,PAPER BUNTING WHITE LACE,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
188,188,489450,85206A,CREAM FELT EASTER EGG BASKET,6,2009-12-01 10:36:00,1.65,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
189,189,489450,21895,POTTING SHED SOW 'N' GROW SET,4,2009-12-01 10:36:00,4.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
190,190,489450,21896,POTTING SHED TWINE,6,2009-12-01 10:36:00,2.1,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
191,191,489450,22083,PAPER CHAIN KIT RETRO SPOT,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
192,192,489450,21871,SAVE THE PLANET MUG,12,2009-12-01 10:36:00,1.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
193,193,489450,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2009-12-01 10:36:00,1.25,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
194,194,489450,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2009-12-01 10:36:00,0.85,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
195,195,489450,22090,PAPER BUNTING RETRO SPOTS,12,2009-12-01 10:36:00,2.95,16321.0,Australia,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:36,10:36,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,Canberra
196,196,C489459,90200A,PURPLE SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:44,10:44,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
197,197,C489459,90200D,PINK SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:44,10:44,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
198,198,C489459,90200B,BLACK SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:44,10:44,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
199,199,C489459,90200E,GREEN SWEETHEART BRACELET,-3,2009-12-01 10:44:00,4.25,17592.0,United Kingdom,2009,2009/12,2009/12/01,2009/12/01 10,2009/12/01 10:44,10:44,Tuesday,AM,07:03,07:43,11:49,15:54,16:33,London
